,x,y,most_significant_source,fire_risk
260,-122.8184722222222,46.60180555555555,ndvi,3.741
261,-122.8184722222222,46.601527777777775,ndvi,3.6661
262,-122.8184722222222,46.60125,ndvi,3.741
263,-122.8184722222222,46.60097222222222,ndvi,3.741
264,-122.8184722222222,46.60069444444444,ndvi,3.741
265,-122.8184722222222,46.60041666666666,ndvi,3.5461
266,-122.8184722222222,46.600138888888885,ndvi,3.6661
267,-122.8184722222222,46.59986111111111,ndvi,3.6661
268,-122.8184722222222,46.59958333333333,ndvi,3.5461
269,-122.8184722222222,46.59930555555555,ndvi,3.621
270,-122.8184722222222,46.59902777777778,ndvi,3.621
271,-122.8184722222222,46.59875,ndvi,3.997
272,-122.8184722222222,46.59847222222222,ndvi,3.997
273,-122.8184722222222,46.59819444444444,ndvi,3.997
274,-122.8184722222222,46.59791666666666,ndvi,3.997
275,-122.8184722222222,46.59763888888889,ndvi,3.997
276,-122.8184722222222,46.59736111111111,ndvi,4.122
277,-122.8184722222222,46.59708333333333,ndvi,4.373
278,-122.8184722222222,46.59680555555556,ndvi,4.7490000000000006
279,-122.8184722222222,46.59652777777777,ndvi,5.0
280,-122.8184722222222,46.59625,ndvi,5.0
281,-122.8184722222222,46.59597222222222,ndvi,5.045100000000001
282,-122.8184722222222,46.59569444444444,ndvi,5.045100000000001
283,-122.8184722222222,46.595416666666665,ndvi,5.411100000000001
284,-122.8184722222222,46.59513888888888,ndvi,5.662100000000001
285,-122.8184722222222,46.59486111111111,ndvi,5.612
286,-122.8184722222222,46.59458333333333,ndvi,5.486000000000001
287,-122.8184722222222,46.59430555555555,ndvi,5.36
288,-122.8184722222222,46.594027777777775,ndvi,5.36
289,-122.8184722222222,46.59375,ndvi,5.109
290,-122.8184722222222,46.59347222222222,ndvi,4.984
291,-122.8184722222222,46.59319444444444,ndvi,4.658100000000001
292,-122.8184722222222,46.59291666666666,ndvi,4.658100000000001
293,-122.8184722222222,46.592638888888885,ndvi,4.7330000000000005
294,-122.8184722222222,46.59236111111111,ndvi,4.7330000000000005
295,-122.8184722222222,46.59208333333333,ndvi,4.373
296,-122.8184722222222,46.59180555555555,ndvi,4.373
297,-122.8184722222222,46.59152777777778,ndvi,4.373
298,-122.8184722222222,46.59125,ndvi,4.373
299,-122.8184722222222,46.59097222222222,ndvi,4.373
300,-122.8184722222222,46.590694444444445,ndvi,4.6240000000000006
301,-122.8184722222222,46.59041666666666,ndvi,4.7490000000000006
302,-122.8184722222222,46.59013888888889,ndvi,4.7490000000000006
303,-122.8184722222222,46.58986111111111,ndvi,4.984
304,-122.8184722222222,46.58958333333333,ndvi,4.984
305,-122.8184722222222,46.58930555555556,ndvi,4.7330000000000005
306,-122.8184722222222,46.58902777777777,ndvi,4.373
307,-122.8184722222222,46.58875,ndvi,4.373
308,-122.8184722222222,46.58847222222222,ndvi,4.6240000000000006
309,-122.8184722222222,46.58819444444444,ndvi,4.984
310,-122.8184722222222,46.587916666666665,ndvi,5.109
311,-122.8184722222222,46.58763888888888,ndvi,4.984
312,-122.8184722222222,46.58736111111111,ndvi,4.7330000000000005
313,-122.8184722222222,46.58708333333333,ndvi,4.7330000000000005
314,-122.8184722222222,46.58680555555555,ndvi,4.357
315,-122.8184722222222,46.586527777777775,ndvi,4.232
316,-122.8184722222222,46.58625,ndvi,3.872
317,-122.8184722222222,46.58597222222222,ndvi,3.621
318,-122.8184722222222,46.58569444444444,ndvi,3.981
319,-122.8184722222222,46.58541666666667,ndvi,3.981
320,-122.8184722222222,46.585138888888885,ndvi,3.981
321,-122.8184722222222,46.58486111111111,ndvi,4.357
322,-122.8184722222222,46.58458333333333,ndvi,4.357
323,-122.8184722222222,46.58430555555555,ndvi,4.357
324,-122.8184722222222,46.58402777777778,ndvi,3.997
325,-122.8184722222222,46.58375,ndvi,3.997
326,-122.8184722222222,46.58347222222222,ndvi,3.997
327,-122.8184722222222,46.583194444444445,ndvi,3.997
328,-122.8184722222222,46.58291666666666,ndvi,4.357
329,-122.8184722222222,46.58263888888889,ndvi,4.431900000000001
330,-122.8184722222222,46.58236111111111,ndvi,4.482
331,-122.8184722222222,46.58208333333333,ndvi,4.1969
332,-122.8184722222222,46.58180555555556,ndvi,4.0719
333,-122.8184722222222,46.58152777777777,ndvi,3.997
334,-122.8184722222222,46.58125,ndvi,3.997
335,-122.8184722222222,46.58097222222222,ndvi,3.9221
336,-122.8184722222222,46.58069444444444,ndvi,4.2821
337,-122.8184722222222,46.580416666666665,ndvi,4.2821
338,-122.8184722222222,46.58013888888889,ndvi,4.0471
339,-122.8184722222222,46.57986111111111,ndvi,4.2981
340,-122.8184722222222,46.57958333333333,ndvi,4.9251000000000005
341,-122.8184722222222,46.57930555555555,ndvi,5.0
342,-122.8184722222222,46.579027777777775,ndvi,5.0
343,-122.8184722222222,46.57875,ndvi,4.875
344,-122.8184722222222,46.57847222222222,ndvi,4.373
345,-122.8184722222222,46.57819444444444,ndvi,3.997
346,-122.8184722222222,46.57791666666667,ndvi,4.122
347,-122.8184722222222,46.577638888888885,ndvi,4.373
348,-122.8184722222222,46.57736111111111,ndvi,4.373
349,-122.8184722222222,46.57708333333333,ndvi,4.373
350,-122.8184722222222,46.57680555555555,ndvi,4.373
351,-122.8184722222222,46.57652777777778,ndvi,4.122
352,-122.8184722222222,46.57625,ndvi,3.997
353,-122.8184722222222,46.57597222222222,ndvi,3.997
354,-122.8184722222222,46.57569444444445,ndvi,3.872
355,-122.8184722222222,46.57541666666666,ndvi,3.7971
356,-122.8184722222222,46.57513888888889,ndvi,4.1571
357,-122.8184722222222,46.57486111111111,ndvi,4.1571
358,-122.8184722222222,46.57458333333333,ndvi,3.7971
359,-122.8184722222222,46.574305555555554,ndvi,3.7971
360,-122.8184722222222,46.57402777777777,ndvi,3.5461
361,-122.8184722222222,46.57375,ndvi,3.981
362,-122.8184722222222,46.57347222222222,ndvi,3.621
363,-122.8184722222222,46.57319444444444,ndvi,3.872
364,-122.8184722222222,46.57291666666666,ndvi,3.7971
365,-122.8184722222222,46.57263888888889,ndvi,3.7971
366,-122.8184722222222,46.57236111111111,ndvi,3.7971
367,-122.8184722222222,46.57208333333333,ndvi,3.7971
368,-122.8184722222222,46.57180555555555,ndvi,3.7971
369,-122.8184722222222,46.571527777777774,ndvi,3.9221
370,-122.8184722222222,46.57125,ndvi,4.2821
371,-122.8184722222222,46.57097222222222,ndvi,3.9271
372,-122.8184722222222,46.57069444444444,ndvi,4.0471
373,-122.8184722222222,46.57041666666667,ndvi,4.418100000000001
374,-122.8184722222222,46.57013888888888,ndvi,4.6691
375,-122.8184722222222,46.56986111111111,ndvi,5.0341000000000005
376,-122.8184722222222,46.56958333333333,ndvi,5.2851
377,-122.8184722222222,46.56930555555555,ndvi,5.411100000000001
378,-122.8184722222222,46.56902777777778,ndvi,5.0511
379,-122.8184722222222,46.56875,ndvi,5.411100000000001
380,-122.8184722222222,46.56847222222222,ndvi,5.36
381,-122.8184722222222,46.56819444444445,ndvi,5.235
382,-122.8184722222222,46.56791666666666,ndvi,4.984
383,-122.8184722222222,46.56763888888889,ndvi,4.9091000000000005
384,-122.8184722222222,46.56736111111111,ndvi,5.411100000000001
385,-122.8184722222222,46.56708333333333,ndvi,5.536100000000001
386,-122.8184722222222,46.566805555555554,ndvi,5.536100000000001
387,-122.8184722222222,46.56652777777777,ndvi,5.787100000000001
388,-122.8184722222222,46.56625,ndvi,5.1601
389,-122.8184722222222,46.56597222222222,ndvi,4.9091000000000005
390,-122.8184722222222,46.56569444444444,ndvi,4.2821
391,-122.8184722222222,46.56541666666666,ndvi,4.2821
392,-122.8184722222222,46.56513888888889,ndvi,4.2821
393,-122.8184722222222,46.56486111111111,ndvi,4.2821
394,-122.8184722222222,46.56458333333333,ndvi,4.533100000000001
395,-122.8184722222222,46.56430555555555,ndvi,4.549100000000001
396,-122.8184722222222,46.564027777777774,ndvi,4.549100000000001
397,-122.8184722222222,46.56375,ndvi,4.6240000000000006
398,-122.8184722222222,46.56347222222222,ndvi,4.6240000000000006
399,-122.8184722222222,46.56319444444444,ndvi,4.6240000000000006
400,-122.8184722222222,46.562916666666666,ndvi,4.744
401,-122.8184722222222,46.56263888888888,ndvi,4.2981
402,-122.8184722222222,46.56236111111111,ndvi,4.2981
403,-122.8184722222222,46.56208333333333,ndvi,4.2981
404,-122.8184722222222,46.56180555555555,ndvi,4.418100000000001
405,-122.8184722222222,46.561527777777776,ndvi,4.6691
406,-122.8184722222222,46.56125,ndvi,5.1601
407,-122.8184722222222,46.56097222222222,ndvi,5.1601
408,-122.8184722222222,46.56069444444445,ndvi,5.1601
409,-122.8184722222222,46.56041666666666,ndvi,5.1601
410,-122.8184722222222,46.560138888888886,ndvi,5.0511
411,-122.8184722222222,46.55986111111111,ndvi,5.0511
412,-122.8184722222222,46.55958333333333,ndvi,4.875
413,-122.8184722222222,46.559305555555554,ndvi,5.1601
414,-122.8184722222222,46.55902777777777,ndvi,4.9091000000000005
415,-122.8184722222222,46.55875,ndvi,4.549100000000001
416,-122.8184722222222,46.55847222222222,ndvi,5.1601
417,-122.8184722222222,46.55819444444444,ndvi,4.9091000000000005
418,-122.8184722222222,46.55791666666666,ndvi,4.418100000000001
419,-122.8184722222222,46.55763888888889,ndvi,4.418100000000001
420,-122.8184722222222,46.55736111111111,ndvi,4.418100000000001
421,-122.8184722222222,46.55708333333333,ndvi,4.418100000000001
422,-122.8184722222222,46.55680555555556,ndvi,3.953
423,-122.8184722222222,46.556527777777774,prec,1.949
424,-122.81819444444444,46.615138888888886,prec,1.949
425,-122.81819444444444,46.61486111111111,prec,1.949
426,-122.81819444444444,46.61458333333333,ndvi,4.658100000000001
427,-122.81819444444444,46.61430555555555,ndvi,4.658100000000001
428,-122.81819444444444,46.61402777777778,ndvi,4.1671000000000005
429,-122.81819444444444,46.61375,ndvi,4.1671000000000005
430,-122.81819444444444,46.61347222222222,ndvi,4.1671000000000005
431,-122.81819444444444,46.61319444444444,ndvi,4.1671000000000005
432,-122.81819444444444,46.61291666666666,ndvi,4.418100000000001
433,-122.81819444444444,46.61263888888889,ndvi,4.543100000000001
434,-122.81819444444444,46.61236111111111,ndvi,4.4231
435,-122.81819444444444,46.61208333333333,ndvi,4.543100000000001
436,-122.81819444444444,46.61180555555556,ndvi,4.418100000000001
437,-122.81819444444444,46.61152777777777,ndvi,4.2981
438,-122.81819444444444,46.61125,ndvi,4.2981
439,-122.81819444444444,46.610972222222216,ndvi,4.418100000000001
440,-122.81819444444444,46.61069444444444,ndvi,4.4231
441,-122.81819444444444,46.610416666666666,ndvi,5.1601
442,-122.81819444444444,46.61013888888888,ndvi,5.411100000000001
443,-122.81819444444444,46.60986111111111,ndvi,5.045100000000001
444,-122.81819444444444,46.60958333333333,ndvi,4.674100000000001
445,-122.81819444444444,46.60930555555555,ndvi,4.4231
446,-122.81819444444444,46.609027777777776,ndvi,4.2981
447,-122.81819444444444,46.60875,ndvi,4.418100000000001
448,-122.81819444444444,46.60847222222222,ndvi,4.418100000000001
449,-122.81819444444444,46.60819444444444,ndvi,4.0471
450,-122.81819444444444,46.60791666666666,ndvi,3.9271
451,-122.81819444444444,46.607638888888886,ndvi,4.4071
452,-122.81819444444444,46.60736111111111,ndvi,4.783100000000001
453,-122.81819444444444,46.60708333333333,ndvi,4.7941
454,-122.81819444444444,46.60680555555555,ndvi,4.674100000000001
455,-122.81819444444444,46.60652777777778,ndvi,4.674100000000001
456,-122.81819444444444,46.60625,ndvi,4.7941
457,-122.81819444444444,46.60597222222222,ndvi,4.7941
458,-122.81819444444444,46.60569444444444,ndvi,4.418100000000001
459,-122.81819444444444,46.60541666666666,ndvi,4.4071
460,-122.81819444444444,46.60513888888889,ndvi,4.2821
461,-122.81819444444444,46.60486111111111,ndvi,4.2821
462,-122.81819444444444,46.60458333333333,ndvi,4.2821
463,-122.81819444444444,46.60430555555556,ndvi,4.2821
464,-122.81819444444444,46.60402777777777,ndvi,4.1571
465,-122.81819444444444,46.60375,ndvi,3.5461
466,-122.81819444444444,46.60347222222222,ndvi,3.9061
467,-122.81819444444444,46.60319444444444,ndvi,3.9061
468,-122.81819444444444,46.602916666666665,ndvi,3.6661
469,-122.81819444444444,46.60263888888888,ndvi,3.6661
470,-122.81819444444444,46.60236111111111,ndvi,3.741
471,-122.81819444444444,46.60208333333333,ndvi,3.741
472,-122.81819444444444,46.60180555555555,ndvi,3.741
473,-122.81819444444444,46.601527777777775,ndvi,3.741
474,-122.81819444444444,46.60125,ndvi,3.741
475,-122.81819444444444,46.60097222222222,ndvi,3.741
476,-122.81819444444444,46.60069444444444,ndvi,3.621
477,-122.81819444444444,46.60041666666666,ndvi,3.5461
478,-122.81819444444444,46.600138888888885,ndvi,3.621
479,-122.81819444444444,46.59986111111111,ndvi,3.621
480,-122.81819444444444,46.59958333333333,ndvi,3.621
481,-122.81819444444444,46.59930555555555,ndvi,3.6959
482,-122.81819444444444,46.59902777777778,ndvi,3.872
483,-122.81819444444444,46.59875,ndvi,3.997
484,-122.81819444444444,46.59847222222222,ndvi,3.997
485,-122.81819444444444,46.59819444444444,ndvi,3.997
486,-122.81819444444444,46.59791666666666,ndvi,3.997
487,-122.81819444444444,46.59763888888889,ndvi,3.997
488,-122.81819444444444,46.59736111111111,ndvi,4.122
489,-122.81819444444444,46.59708333333333,ndvi,4.373
490,-122.81819444444444,46.59680555555556,ndvi,4.7490000000000006
491,-122.81819444444444,46.59652777777777,ndvi,4.7490000000000006
492,-122.81819444444444,46.59625,ndvi,4.7490000000000006
493,-122.81819444444444,46.59597222222222,ndvi,4.7490000000000006
