,x,y,most_significant_source,fire_risk,subSum
804200,-122.96319444444444,46.62430555555555,ndvi,5.8969000000000005,63534.6447
800332,-122.97152777777778,46.62375,ndvi,5.893000000000001,63534.6447
803555,-122.96458333333334,46.62430555555555,ndvi,5.8478,63534.6447
803298,-122.96513888888887,46.624027777777776,ndvi,5.8468,63534.6447
803425,-122.9648611111111,46.62458333333333,ndvi,5.8468,63534.6447
803428,-122.9648611111111,46.62375,ndvi,5.8468,63534.6447
803556,-122.96458333333334,46.624027777777776,ndvi,5.8468,63534.6447
803685,-122.96430555555555,46.624027777777776,ndvi,5.8468,63534.6447
816047,-122.97069444444443,46.59736111111111,ndvi,5.817100000000001,63534.6447
801183,-122.96958333333332,46.63819444444444,ndvi,5.966900000000001,65301.1391
801184,-122.96958333333332,46.63791666666666,ndvi,5.966900000000001,65301.1391
800290,-122.97152777777778,46.63541666666666,ndvi,5.9168,65301.1391
801445,-122.96902777777775,46.63708333333333,ndvi,5.892,65301.1391
801594,-122.96875,46.63152777777777,ndvi,5.892,65301.1391
812084,-122.94597222222222,46.65597222222222,ndvi,5.875900000000001,65301.1391
812469,-122.94513888888888,46.656527777777775,ndvi,5.875900000000001,65301.1391
802085,-122.96763888888889,46.63847222222222,ndvi,5.851,65301.1391
800157,-122.97180555555556,46.63652777777777,ndvi,5.841900000000001,65301.1391
801444,-122.96902777777775,46.63736111111111,ndvi,5.841900000000001,65301.1391
793328,-122.95319444444443,46.66736111111111,ndvi,6.0019,67334.8978
795110,-122.94930555555555,46.67402777777777,ndvi,5.9508,67334.8978
795239,-122.94902777777776,46.67402777777777,ndvi,5.9508,67334.8978
799531,-122.93986111111111,46.66430555555555,ndvi,5.9508,67334.8978
794453,-122.95069444444444,46.677361111111104,ndvi,5.875900000000001,67334.8978
794981,-122.94958333333334,46.67402777777777,ndvi,5.875900000000001,67334.8978
795360,-122.94875,46.67625,ndvi,5.875900000000001,67334.8978
791161,-122.95791666666666,46.66013888888889,ndvi,5.8268,67334.8978
793706,-122.9523611111111,46.6698611111111,ndvi,5.8258,67334.8978
793707,-122.9523611111111,46.66958333333333,ndvi,5.8258,67334.8978
756003,-122.93152777777776,46.41569444444443,ndvi,5.4688,52986.8736
755873,-122.93180555555556,46.415972222222216,ndvi,5.3939,52986.8736
755874,-122.93180555555556,46.41569444444443,ndvi,5.3939,52986.8736
755483,-122.93263888888887,46.41680555555555,ndvi,5.319,52986.8736
755612,-122.9323611111111,46.41680555555555,ndvi,5.319,52986.8736
760163,-122.92263888888888,46.40680555555555,ndvi,5.315100000000001,52986.8736
756133,-122.93125,46.41541666666666,ndvi,5.2927,52986.8736
756002,-122.93152777777776,46.415972222222216,ndvi,5.2178,52986.8736
756004,-122.93152777777776,46.41541666666666,ndvi,5.2178,52986.8736
756132,-122.93125,46.41569444444443,ndvi,5.2178,52986.8736
745097,-122.92180555555557,46.43236111111111,ndvi,5.2941,59695.67480000001
741106,-122.93041666666666,46.43013888888888,ndvi,5.1929,59695.67480000001
741105,-122.93041666666666,46.43041666666666,ndvi,5.117999999999999,59695.67480000001
741234,-122.93013888888888,46.43041666666666,ndvi,5.117999999999999,59695.67480000001
749749,-122.91180555555556,46.43013888888888,ndvi,5.087999999999999,59695.67480000001
749877,-122.91152777777778,46.43041666666666,ndvi,5.087999999999999,59695.67480000001
749878,-122.91152777777778,46.43013888888888,ndvi,5.087999999999999,59695.67480000001
745098,-122.92180555555557,46.43208333333333,ndvi,5.043099999999999,59695.67480000001
745226,-122.92152777777775,46.43236111111111,ndvi,5.043099999999999,59695.67480000001
749879,-122.91152777777778,46.4298611111111,ndvi,4.962999999999999,59695.67480000001
731739,-122.9173611111111,46.48486111111111,ndvi,5.517099999999999,58284.1599
731610,-122.91763888888887,46.48486111111111,ndvi,5.1411,58284.1599
731611,-122.91763888888887,46.484583333333326,ndvi,5.0151,58284.1599
731740,-122.9173611111111,46.484583333333326,ndvi,5.0151,58284.1599
731738,-122.9173611111111,46.48513888888888,ndvi,4.9001,58284.1599
731363,-122.91819444444444,46.48180555555555,ndvi,4.889099999999999,58284.1599
731364,-122.91819444444444,46.48152777777777,ndvi,4.889099999999999,58284.1599
731365,-122.91819444444444,46.48125,ndvi,4.889099999999999,58284.1599
731481,-122.91791666666666,46.48486111111111,ndvi,4.889099999999999,58284.1599
731482,-122.91791666666666,46.484583333333326,ndvi,4.889099999999999,58284.1599
703064,-122.91263888888888,46.525416666666665,ndvi,5.0261,55007.0388
712083,-122.92652777777778,46.49541666666666,ndvi,4.9731,55007.0388
712084,-122.92652777777778,46.49513888888889,ndvi,4.9731,55007.0388
704097,-122.91041666666666,46.52513888888889,ndvi,4.964,55007.0388
704098,-122.91041666666666,46.52486111111111,ndvi,4.964,55007.0388
704226,-122.91013888888888,46.52513888888889,ndvi,4.964,55007.0388
704227,-122.91013888888888,46.52486111111111,ndvi,4.964,55007.0388
701002,-122.91708333333332,46.52486111111111,ndvi,4.9001,55007.0388
703065,-122.91263888888888,46.52513888888889,ndvi,4.9001,55007.0388
702937,-122.91291666666666,46.52486111111111,ndvi,4.855,55007.0388
695781,-122.92819444444444,46.54180555555556,ndvi,5.697,58117.379700000005
696432,-122.92680555555556,46.54013888888888,ndvi,5.697,58117.379700000005
677263,-122.9348611111111,46.55875,ndvi,5.6921,58117.379700000005
695780,-122.92819444444444,46.54208333333333,ndvi,5.6221,58117.379700000005
695782,-122.92819444444444,46.54152777777777,ndvi,5.6221,58117.379700000005
696437,-122.92680555555556,46.53875,ndvi,5.6221,58117.379700000005
695651,-122.9284722222222,46.54208333333333,ndvi,5.4971,58117.379700000005
696435,-122.92680555555556,46.53930555555555,ndvi,5.4971,58117.379700000005
696436,-122.92680555555556,46.539027777777775,ndvi,5.4971,58117.379700000005
695642,-122.9284722222222,46.54458333333333,ndvi,5.4961,58117.379700000005
678085,-122.93291666666666,46.58125,ndvi,5.7761,59428.562600000005
677827,-122.93347222222222,46.58125,ndvi,5.6530000000000005,59428.562600000005
677828,-122.93347222222222,46.58097222222222,ndvi,5.652000000000001,59428.562600000005
677952,-122.93319444444444,46.58236111111111,ndvi,5.6511,59428.562600000005
679362,-122.93013888888888,46.58486111111111,ndvi,5.6211,59428.562600000005
688607,-122.91041666666666,46.56097222222222,ndvi,5.6011,59428.562600000005
689282,-122.90875,46.58847222222222,ndvi,5.55,59428.562600000005
677955,-122.93319444444444,46.58152777777778,ndvi,5.537100000000001,59428.562600000005
678086,-122.93291666666666,46.58097222222222,ndvi,5.5361,59428.562600000005
678224,-122.93263888888887,46.57847222222222,ndvi,5.5361,59428.562600000005
646430,-122.9348611111111,46.62513888888888,ndvi,5.8009,62983.99600000001
646431,-122.9348611111111,46.62486111111111,ndvi,5.726,62983.99600000001
646301,-122.93513888888889,46.62513888888888,ndvi,5.6759,62983.99600000001
646302,-122.93513888888889,46.62486111111111,ndvi,5.6759,62983.99600000001
646432,-122.9348611111111,46.62458333333333,ndvi,5.6511,62983.99600000001
646559,-122.93458333333334,46.62513888888888,ndvi,5.6511,62983.99600000001
646560,-122.93458333333334,46.62486111111111,ndvi,5.6511,62983.99600000001
667187,-122.92319444444443,46.59569444444443,ndvi,5.6421,62983.99600000001
667315,-122.92291666666668,46.595972222222215,ndvi,5.6421,62983.99600000001
667316,-122.92291666666668,46.59569444444443,ndvi,5.6421,62983.99600000001
645465,-122.93680555555557,46.64236111111111,ndvi,5.966900000000001,69023.37959999999
645723,-122.93625,46.64236111111111,ndvi,5.966900000000001,69023.37959999999
645420,-122.93680555555557,46.6548611111111,ndvi,5.892,69023.37959999999
645549,-122.93652777777775,46.6548611111111,ndvi,5.892,69023.37959999999
646633,-122.93430555555555,46.64041666666666,ndvi,5.8758,69023.37959999999
645639,-122.93652777777775,46.629861111111104,ndvi,5.866700000000001,69023.37959999999
645770,-122.93625,46.629305555555554,ndvi,5.866700000000001,69023.37959999999
645900,-122.93597222222222,46.62902777777777,ndvi,5.866700000000001,69023.37959999999
645724,-122.93625,46.642083333333325,ndvi,5.841900000000001,69023.37959999999
645756,-122.93625,46.63319444444444,ndvi,5.841900000000001,69023.37959999999
639360,-122.91652777777776,46.68708333333333,ndvi,5.9508,71174.14850000001
644274,-122.90597222222222,46.68375,ndvi,5.9508,71174.14850000001
637801,-122.9198611111111,46.69013888888888,ndvi,5.9417,71174.14850000001
643826,-122.90708333333332,46.66486111111111,ndvi,5.927,71174.14850000001
635441,-122.92513888888888,46.66486111111111,ndvi,5.8668,71174.14850000001
637441,-122.92069444444444,46.68263888888888,ndvi,5.8668,71174.14850000001
645211,-122.90402777777776,46.67430555555555,ndvi,5.8506,71174.14850000001
632664,-122.93097222222222,46.68375,ndvi,5.842999999999999,71174.14850000001
645207,-122.90402777777776,46.67541666666666,ndvi,5.8020000000000005,71174.14850000001
639244,-122.91680555555556,46.68347222222222,ndvi,5.801,71174.14850000001
614261,-122.86875,46.40763888888888,ndvi,4.9931,51770.48670000001
614260,-122.86875,46.40791666666666,ndvi,4.8681,51770.48670000001
602022,-122.89513888888888,46.40319444444444,ndvi,4.803099999999999,51770.48670000001
614249,-122.86875,46.41097222222221,ndvi,4.7328,51770.48670000001
601507,-122.89625,46.402916666666655,ndvi,4.6671,51770.48670000001
601508,-122.89625,46.40263888888888,ndvi,4.6671,51770.48670000001
601636,-122.8959722222222,46.402916666666655,ndvi,4.6671,51770.48670000001
601638,-122.8959722222222,46.40236111111111,ndvi,4.6671,51770.48670000001
601639,-122.8959722222222,46.40208333333332,ndvi,4.6671,51770.48670000001
601765,-122.89569444444444,46.402916666666655,ndvi,4.6671,51770.48670000001
591181,-122.88513888888887,46.43763888888888,ndvi,5.841,61116.847200000004
590674,-122.88625,46.43513888888888,ndvi,5.619999999999999,61116.847200000004
591182,-122.88513888888887,46.4373611111111,ndvi,5.59,61116.847200000004
591310,-122.8848611111111,46.43763888888888,ndvi,5.59,61116.847200000004
591052,-122.88541666666666,46.43763888888888,ndvi,5.5151,61116.847200000004
590803,-122.88597222222222,46.43513888888888,ndvi,5.494999999999999,61116.847200000004
590931,-122.88569444444444,46.43541666666666,ndvi,5.494999999999999,61116.847200000004
597494,-122.87152777777776,46.43986111111111,ndvi,5.444,61116.847200000004
590673,-122.88625,46.43541666666666,ndvi,5.443899999999999,61116.847200000004
591053,-122.88541666666666,46.4373611111111,ndvi,5.3901,61116.847200000004
560519,-122.8848611111111,46.49236111111111,ndvi,5.4751,61412.103
579084,-122.87819444444445,46.46236111111111,ndvi,5.399100000000001,61412.103
579212,-122.87791666666666,46.46263888888888,ndvi,5.399100000000001,61412.103
579213,-122.87791666666666,46.46236111111111,ndvi,5.399100000000001,61412.103
559358,-122.8873611111111,46.49236111111111,ndvi,5.3501,61412.103
559487,-122.88708333333332,46.49236111111111,ndvi,5.316,61412.103
559617,-122.88680555555555,46.49208333333333,ndvi,5.2351,61412.103
559618,-122.88680555555555,46.49180555555555,ndvi,5.2351,61412.103
560390,-122.88513888888887,46.49236111111111,ndvi,5.224100000000001,61412.103
560520,-122.8848611111111,46.49208333333333,ndvi,5.224100000000001,61412.103
558833,-122.88847222222222,46.49486111111111,ndvi,5.801,60072.489199999996
560517,-122.8848611111111,46.492916666666666,ndvi,5.551,60072.489199999996
558834,-122.88847222222222,46.49458333333333,ndvi,5.55,60072.489199999996
538589,-122.89875,46.525416666666665,ndvi,5.506,60072.489199999996
559097,-122.88791666666664,46.49319444444444,ndvi,5.4751,60072.489199999996
559356,-122.8873611111111,46.492916666666666,ndvi,5.4751,60072.489199999996
560389,-122.88513888888887,46.49263888888888,ndvi,5.4751,60072.489199999996
562877,-122.87958333333331,46.51819444444444,ndvi,5.4751,60072.489199999996
560646,-122.88458333333332,46.492916666666666,ndvi,5.425,60072.489199999996
538718,-122.8984722222222,46.525416666666665,ndvi,5.369,60072.489199999996
524656,-122.89541666666666,46.55875,ndvi,5.817100000000001,65130.84389999999
541216,-122.89291666666666,46.54819444444444,ndvi,5.7961,65130.84389999999
548238,-122.87791666666666,46.53263888888888,ndvi,5.7661,65130.84389999999
548366,-122.87763888888888,46.532916666666665,ndvi,5.717,65130.84389999999
548364,-122.87763888888888,46.53347222222222,ndvi,5.715999999999999,65130.84389999999
548763,-122.87680555555556,46.530138888888885,ndvi,5.695,65130.84389999999
541088,-122.89319444444445,46.547916666666666,ndvi,5.671099999999999,65130.84389999999
541215,-122.89291666666666,46.54847222222222,ndvi,5.671099999999999,65130.84389999999
547219,-122.88013888888888,46.52902777777778,ndvi,5.6411,65130.84389999999
547220,-122.88013888888888,46.52875,ndvi,5.6411,65130.84389999999
524653,-122.89541666666666,46.55958333333333,ndvi,5.817100000000001,69217.8061
525570,-122.89319444444445,46.59152777777778,ndvi,5.7761,69217.8061
527139,-122.8898611111111,46.58569444444444,ndvi,5.7658000000000005,69217.8061
510852,-122.89180555555556,46.59208333333333,ndvi,5.7461,69217.8061
513950,-122.88513888888887,46.59152777777777,ndvi,5.7461,69217.8061
536306,-122.87013888888887,46.58347222222222,ndvi,5.726100000000001,69217.8061
536307,-122.87013888888887,46.583194444444445,ndvi,5.726100000000001,69217.8061
524131,-122.89652777777778,46.56125,ndvi,5.6921,69217.8061
524132,-122.89652777777778,46.56097222222222,ndvi,5.6921,69217.8061
524133,-122.89652777777778,46.56069444444445,ndvi,5.6921,69217.8061
510072,-122.8934722222222,46.59374999999999,ndvi,5.946000000000001,76620.93029999999
510850,-122.89180555555556,46.59263888888888,ndvi,5.946000000000001,76620.93029999999
510851,-122.89180555555556,46.5923611111111,ndvi,5.946000000000001,76620.93029999999
511614,-122.89013888888888,46.59541666666666,ndvi,5.946000000000001,76620.93029999999
511356,-122.89069444444443,46.59541666666666,ndvi,5.8959,76620.93029999999
511484,-122.89041666666668,46.59569444444443,ndvi,5.8959,76620.93029999999
518431,-122.87541666666668,46.60097222222221,ndvi,5.8801000000000005,76620.93029999999
509203,-122.89513888888888,46.62013888888888,ndvi,5.8711,76620.93029999999
509633,-122.89430555555556,46.60819444444444,ndvi,5.8711,76620.93029999999
509901,-122.89375,46.605416666666656,ndvi,5.8711,76620.93029999999
488194,-122.87430555555557,46.64791666666666,ndvi,6.0257000000000005,129014.87539999999
503545,-122.87430555555557,46.64791666666666,ndvi,6.0257000000000005,129014.87539999999
488345,-122.87402777777775,46.64180555555555,ndvi,5.8521,129014.87539999999
503696,-122.87402777777775,46.64180555555555,ndvi,5.8521,129014.87539999999
483280,-122.8848611111111,46.65125,ndvi,5.801,129014.87539999999
487415,-122.87597222222222,46.64930555555555,ndvi,5.801,129014.87539999999
487842,-122.87513888888888,46.63819444444444,ndvi,5.801,129014.87539999999
487971,-122.8748611111111,46.63819444444444,ndvi,5.801,129014.87539999999
489553,-122.87152777777776,46.62875,ndvi,5.801,129014.87539999999
490297,-122.8698611111111,46.63708333333333,ndvi,5.801,129014.87539999999
463512,-122.89430555555556,46.69013888888889,ndvi,5.9011000000000005,6901.1651
463513,-122.89430555555556,46.68986111111111,ndvi,5.9011000000000005,6901.1651
463641,-122.89402777777778,46.69013888888889,ndvi,5.9011000000000005,6901.1651
463770,-122.89375,46.69013888888889,ndvi,5.9011000000000005,6901.1651
465185,-122.89069444444443,46.69125,ndvi,5.9011000000000005,6901.1651
467505,-122.88569444444444,46.691805555555554,ndvi,5.822,6901.1651
467507,-122.88569444444444,46.69125,ndvi,5.822,6901.1651
462993,-122.89541666666666,46.69097222222222,ndvi,5.817100000000001,6901.1651
462994,-122.89541666666666,46.69069444444444,ndvi,5.817100000000001,6901.1651
463122,-122.89513888888888,46.69097222222222,ndvi,5.817100000000001,6901.1651
448326,-122.85819444444444,46.40874999999999,ndvi,5.6211,55860.5262
448198,-122.85847222222222,46.40874999999999,ndvi,5.495100000000001,55860.5262
450853,-122.85263888888888,46.417916666666656,ndvi,5.474,55860.5262
450854,-122.85263888888888,46.41763888888888,ndvi,5.399100000000001,55860.5262
452263,-122.84958333333331,46.41736111111111,ndvi,5.399100000000001,55860.5262
452657,-122.84875,46.414583333333326,ndvi,5.399100000000001,55860.5262
452658,-122.84875,46.41430555555555,ndvi,5.399100000000001,55860.5262
452785,-122.8484722222222,46.414583333333326,ndvi,5.399100000000001,55860.5262
452786,-122.8484722222222,46.41430555555555,ndvi,5.399100000000001,55860.5262
452787,-122.8484722222222,46.41402777777777,ndvi,5.399100000000001,55860.5262
432077,-122.86013888888888,46.43986111111111,ndvi,5.6501,63406.316399999996
437274,-122.84875,46.45402777777777,ndvi,5.6221,63406.316399999996
437018,-122.84930555555556,46.45402777777777,ndvi,5.4961,63406.316399999996
437721,-122.84791666666666,46.43652777777777,ndvi,5.465999999999999,63406.316399999996
414334,-122.86569444444444,46.45902777777778,ndvi,5.399100000000001,63406.316399999996
432076,-122.86013888888888,46.44013888888888,ndvi,5.399100000000001,63406.316399999996
432205,-122.8598611111111,46.43986111111111,ndvi,5.399100000000001,63406.316399999996
437273,-122.84875,46.45430555555555,ndvi,5.3711,63406.316399999996
444327,-122.8334722222222,46.45041666666666,ndvi,5.299,63406.316399999996
442089,-122.8384722222222,46.43208333333333,ndvi,5.289899999999999,63406.316399999996
403965,-122.8548611111111,46.49236111111111,ndvi,5.9011000000000005,64066.834299999995
403966,-122.8548611111111,46.49208333333333,ndvi,5.9011000000000005,64066.834299999995
403838,-122.85513888888887,46.49208333333333,ndvi,5.5411,64066.834299999995
420602,-122.85208333333333,46.460138888888885,ndvi,5.5261,64066.834299999995
420603,-122.85208333333333,46.45986111111111,ndvi,5.5261,64066.834299999995
420604,-122.85208333333333,46.45958333333333,ndvi,5.5261,64066.834299999995
415208,-122.86375,46.46513888888889,ndvi,5.5251,64066.834299999995
415336,-122.8634722222222,46.46513888888889,ndvi,5.5251,64066.834299999995
415337,-122.8634722222222,46.46486111111111,ndvi,5.5251,64066.834299999995
420601,-122.85208333333333,46.46041666666666,ndvi,5.4001,64066.834299999995
403236,-122.85625,46.51708333333333,ndvi,5.817100000000001,68226.5168
403237,-122.85625,46.51680555555555,ndvi,5.817100000000001,68226.5168
403830,-122.85513888888887,46.49430555555555,ndvi,5.7761,68226.5168
403831,-122.85513888888887,46.494027777777774,ndvi,5.7761,68226.5168
406812,-122.8484722222222,46.51930555555556,ndvi,5.717,68226.5168
403107,-122.85652777777776,46.51736111111111,ndvi,5.6921,68226.5168
403108,-122.85652777777776,46.51708333333333,ndvi,5.6921,68226.5168
404343,-122.85402777777776,46.494027777777774,ndvi,5.6501,68226.5168
404470,-122.85375,46.49430555555555,ndvi,5.6501,68226.5168
404534,-122.8534722222222,46.51208333333333,ndvi,5.6501,68226.5168
396950,-122.83652777777776,46.554027777777776,ndvi,5.726100000000001,58020.2512
397074,-122.83625,46.55513888888888,ndvi,5.726100000000001,58020.2512
396945,-122.83652777777776,46.555416666666666,ndvi,5.6011,58020.2512
396946,-122.83652777777776,46.55513888888888,ndvi,5.6011,58020.2512
396947,-122.83652777777776,46.55486111111111,ndvi,5.6011,58020.2512
396948,-122.83652777777776,46.55458333333333,ndvi,5.6011,58020.2512
396949,-122.83652777777776,46.55430555555555,ndvi,5.6011,58020.2512
396971,-122.83652777777776,46.54819444444444,ndvi,5.6011,58020.2512
387434,-122.8573611111111,46.53069444444444,ndvi,5.5411,58020.2512
387438,-122.8573611111111,46.52958333333333,ndvi,5.5411,58020.2512
377383,-122.84569444444443,46.58236111111111,ndvi,5.9021,62661.636600000005
376296,-122.84819444444445,46.56430555555556,ndvi,5.9011000000000005,62661.636600000005
377637,-122.84513888888888,46.58291666666666,ndvi,5.9011000000000005,62661.636600000005
377638,-122.84513888888888,46.58263888888889,ndvi,5.9011000000000005,62661.636600000005
378510,-122.84319444444444,46.58930555555556,ndvi,5.85,62661.636600000005
377259,-122.84597222222222,46.58125,ndvi,5.8119,62661.636600000005
375409,-122.85013888888888,46.56180555555555,ndvi,5.7771,62661.636600000005
375792,-122.84930555555556,46.56208333333333,ndvi,5.7761,62661.636600000005
375793,-122.84930555555556,46.56180555555555,ndvi,5.7761,62661.636600000005
377381,-122.84569444444443,46.58291666666666,ndvi,5.7761,62661.636600000005
357907,-122.85458333333332,46.62097222222221,ndvi,6.0257000000000005,72958.4036
357778,-122.8548611111111,46.62124999999999,ndvi,5.9508,72958.4036
357779,-122.8548611111111,46.62097222222221,ndvi,5.9007000000000005,72958.4036
356471,-122.85791666666664,46.59319444444444,ndvi,5.875900000000001,72958.4036
358037,-122.85430555555554,46.62041666666666,ndvi,5.875900000000001,72958.4036
359899,-122.85041666666666,46.60097222222221,ndvi,5.8668,72958.4036
356342,-122.85819444444444,46.59347222222221,ndvi,5.801,72958.4036
356778,-122.85708333333332,46.61458333333333,ndvi,5.801,72958.4036
356779,-122.85708333333332,46.614305555555546,ndvi,5.801,72958.4036
357102,-122.85652777777776,46.59569444444443,ndvi,5.801,72958.4036
329466,-122.85013888888888,46.65819444444444,ndvi,6.0008,63086.881700000005
329211,-122.85069444444444,46.657916666666665,ndvi,5.9507,63086.881700000005
329212,-122.85069444444444,46.65763888888888,ndvi,5.9507,63086.881700000005
352188,-122.83402777777776,46.64236111111111,ndvi,5.9007000000000005,63086.881700000005
352318,-122.83375,46.64180555555555,ndvi,5.8769,63086.881700000005
329083,-122.8509722222222,46.657916666666665,ndvi,5.8758,63086.881700000005
329339,-122.85041666666666,46.657916666666665,ndvi,5.8758,63086.881700000005
329340,-122.85041666666666,46.65763888888888,ndvi,5.8758,63086.881700000005
329465,-122.85013888888888,46.658472222222215,ndvi,5.8748000000000005,63086.881700000005
329467,-122.85013888888888,46.657916666666665,ndvi,5.851,63086.881700000005
328118,-122.85291666666666,46.67708333333333,ndvi,6.2756,71654.213
327979,-122.85319444444444,46.68013888888888,ndvi,6.2007,71654.213
328805,-122.85152777777776,46.664027777777775,ndvi,6.1506,71654.213
328806,-122.85152777777776,46.66374999999999,ndvi,6.1506,71654.213
328935,-122.85125,46.66347222222222,ndvi,6.1506,71654.213
327980,-122.85319444444444,46.67986111111111,ndvi,6.1258,71654.213
328150,-122.85291666666666,46.66819444444444,ndvi,6.1258,71654.213
328406,-122.8523611111111,46.66819444444444,ndvi,6.1258,71654.213
328407,-122.8523611111111,46.66791666666666,ndvi,6.1258,71654.213
329512,-122.8498611111111,46.680972222222216,ndvi,6.1258,71654.213
303355,-122.8048611111111,46.39402777777777,ndvi,6.0219000000000005,63873.9381
294680,-122.8234722222222,46.42152777777777,ndvi,6.0209,63873.9381
302710,-122.80625,46.395416666666655,ndvi,6.0209,63873.9381
303227,-122.80513888888888,46.39402777777777,ndvi,5.947,63873.9381
294422,-122.82402777777776,46.422083333333326,ndvi,5.946000000000001,63873.9381
302843,-122.8059722222222,46.39402777777777,ndvi,5.946000000000001,63873.9381
302971,-122.80569444444444,46.39402777777777,ndvi,5.946000000000001,63873.9381
303737,-122.80402777777776,46.39458333333332,ndvi,5.946000000000001,63873.9381
303866,-122.80375,46.39430555555555,ndvi,5.946000000000001,63873.9381
297750,-122.81680555555556,46.422083333333326,ndvi,5.9369000000000005,63873.9381
277821,-122.82680555555554,46.444305555555545,ndvi,5.946000000000001,71261.2997
278768,-122.8248611111111,46.43013888888888,ndvi,5.8856,71261.2997
279151,-122.82402777777776,46.43041666666666,ndvi,5.8711,71261.2997
283912,-122.81347222222222,46.45902777777777,ndvi,5.8711,71261.2997
284040,-122.81319444444443,46.45902777777777,ndvi,5.8711,71261.2997
285121,-122.8109722222222,46.44319444444444,ndvi,5.8711,71261.2997
285122,-122.8109722222222,46.44291666666666,ndvi,5.8711,71261.2997
285855,-122.80930555555554,46.452638888888885,ndvi,5.8711,71261.2997
286368,-122.80819444444444,46.4523611111111,ndvi,5.8711,71261.2997
288025,-122.80458333333333,46.45430555555555,ndvi,5.8711,71261.2997
277252,-122.82791666666664,46.460138888888885,ndvi,5.8711,61755.4198
277255,-122.82791666666664,46.459305555555545,ndvi,5.7461,61755.4198
282243,-122.81708333333331,46.46041666666666,ndvi,5.662100000000001,61755.4198
277253,-122.82791666666664,46.4598611111111,ndvi,5.620100000000001,61755.4198
277254,-122.82791666666664,46.45958333333333,ndvi,5.620100000000001,61755.4198
277379,-122.82763888888888,46.46041666666666,ndvi,5.620100000000001,61755.4198
277380,-122.82763888888888,46.460138888888885,ndvi,5.620100000000001,61755.4198
283910,-122.81347222222222,46.45958333333333,ndvi,5.620100000000001,61755.4198
284165,-122.81291666666664,46.4598611111111,ndvi,5.620100000000001,61755.4198
284293,-122.81263888888888,46.4598611111111,ndvi,5.620100000000001,61755.4198
247611,-122.8259722222222,46.51069444444444,ndvi,5.6921,67022.8735
247829,-122.82541666666664,46.52125,ndvi,5.6501,67022.8735
247957,-122.82513888888889,46.52125,ndvi,5.6501,67022.8735
202494,-122.82402777777776,46.52513888888889,ndvi,5.6221,67022.8735
202622,-122.82375,46.52513888888889,ndvi,5.6221,67022.8735
217854,-122.82402777777776,46.52513888888889,ndvi,5.6221,67022.8735
217982,-122.82375,46.52513888888889,ndvi,5.6221,67022.8735
233214,-122.82402777777776,46.52513888888889,ndvi,5.6221,67022.8735
233342,-122.82375,46.52513888888889,ndvi,5.6221,67022.8735
255661,-122.8084722222222,46.51458333333333,ndvi,5.6011,67022.8735
201169,-122.82680555555554,46.537638888888885,ndvi,5.9011000000000005,185009.00790000003
216529,-122.82680555555554,46.537638888888885,ndvi,5.9011000000000005,185009.00790000003
231889,-122.82680555555554,46.537638888888885,ndvi,5.9011000000000005,185009.00790000003
201679,-122.82569444444444,46.53819444444444,ndvi,5.7999,185009.00790000003
217039,-122.82569444444444,46.53819444444444,ndvi,5.7999,185009.00790000003
232399,-122.82569444444444,46.53819444444444,ndvi,5.7999,185009.00790000003
200257,-122.82875,46.54208333333333,ndvi,5.7761,185009.00790000003
215617,-122.82875,46.54208333333333,ndvi,5.7761,185009.00790000003
230977,-122.82875,46.54208333333333,ndvi,5.7761,185009.00790000003
250114,-122.82041666666666,46.52652777777777,ndvi,5.7471000000000005,185009.00790000003
200196,-122.82875,46.55902777777778,ndvi,5.9011000000000005,6548.2578
215556,-122.82875,46.55902777777778,ndvi,5.9011000000000005,6548.2578
230916,-122.82875,46.55902777777778,ndvi,5.9011000000000005,6548.2578
200195,-122.82875,46.559305555555554,ndvi,5.5251,6548.2578
215555,-122.82875,46.559305555555554,ndvi,5.5251,6548.2578
230915,-122.82875,46.559305555555554,ndvi,5.5251,6548.2578
200324,-122.82847222222222,46.55902777777778,ndvi,5.165100000000001,6548.2578
215684,-122.82847222222222,46.55902777777778,ndvi,5.165100000000001,6548.2578
231044,-122.82847222222222,46.55902777777778,ndvi,5.165100000000001,6548.2578
200194,-122.82875,46.55958333333333,ndvi,5.0341000000000005,6548.2578
195964,-122.80513888888888,46.62458333333333,ndvi,5.809,2551.5546000000004
196731,-122.8034722222222,46.62486111111111,ndvi,5.578100000000001,2551.5546000000004
196986,-122.80291666666666,46.62513888888888,ndvi,5.578100000000001,2551.5546000000004
195963,-122.80513888888888,46.62486111111111,ndvi,5.558,2551.5546000000004
196732,-122.8034722222222,46.62458333333333,ndvi,5.3271,2551.5546000000004
196733,-122.8034722222222,46.62430555555555,ndvi,5.3271,2551.5546000000004
196860,-122.80319444444444,46.62458333333333,ndvi,5.3271,2551.5546000000004
196988,-122.80291666666666,46.62458333333333,ndvi,5.3271,2551.5546000000004
196091,-122.8048611111111,46.62486111111111,ndvi,5.307,2551.5546000000004
196092,-122.8048611111111,46.62458333333333,ndvi,5.232100000000001,2551.5546000000004
188216,-122.82180555555554,46.643472222222215,ndvi,5.9431,64340.5705
188343,-122.82152777777776,46.64375,ndvi,5.9431,64340.5705
196338,-122.80430555555554,46.62736111111111,ndvi,5.883900000000001,64340.5705
196601,-122.80375,46.62541666666666,ndvi,5.8291,64340.5705
