,x,y,most_significant_source,fire_risk,subSum
1141940,-123.03736111111112,46.55847222222222,ndvi,5.378100000000001,58655.8476
1141683,-123.03791666666666,46.55875,ndvi,5.2701,58655.8476
1141812,-123.03763888888888,46.55847222222222,ndvi,5.2641,58655.8476
1148470,-123.02319444444444,46.55791666666666,ndvi,5.1271,58655.8476
1141684,-123.03791666666666,46.55847222222222,ndvi,5.019100000000001,58655.8476
1168249,-123.01347222222222,46.54180555555556,ndvi,5.014,58655.8476
1168376,-123.01319444444444,46.54208333333333,ndvi,5.014,58655.8476
1141813,-123.03763888888888,46.558194444444446,ndvi,5.0131000000000006,58655.8476
1168248,-123.01347222222222,46.54208333333333,ndvi,4.9391,58655.8476
1143232,-123.03430555555556,46.590694444444445,ndvi,5.83,63007.016500000005
1143485,-123.03375,46.59152777777778,ndvi,5.83,63007.016500000005
1148196,-123.02375,46.562916666666666,ndvi,5.83,63007.016500000005
1148194,-123.02375,46.563472222222224,ndvi,5.7551,63007.016500000005
1141468,-123.03819444444444,46.58291666666666,ndvi,5.715000000000001,63007.016500000005
1141510,-123.03819444444444,46.57125,ndvi,5.705,63007.016500000005
1143358,-123.03402777777778,46.59125,ndvi,5.705,63007.016500000005
1148197,-123.02375,46.56263888888888,ndvi,5.705,63007.016500000005
1143233,-123.03430555555556,46.59041666666666,ndvi,5.704,63007.016500000005
1143231,-123.03430555555556,46.59097222222222,ndvi,5.6301,63007.016500000005
1133929,-123.02125,46.61236111111111,ndvi,5.871,64528.2568
1139107,-123.01013888888887,46.59624999999999,ndvi,5.841,64528.2568
1127881,-123.03430555555556,46.62124999999999,ndvi,5.8197,64528.2568
1130761,-123.02819444444444,46.603472222222216,ndvi,5.7799000000000005,64528.2568
1128788,-123.03236111111111,46.618194444444434,ndvi,5.7551,64528.2568
1128789,-123.03236111111111,46.61791666666666,ndvi,5.7551,64528.2568
1127882,-123.03430555555556,46.62097222222221,ndvi,5.744800000000001,64528.2568
1124784,-123.04125,46.59263888888888,ndvi,5.726100000000001,64528.2568
1128765,-123.03236111111111,46.62458333333333,ndvi,5.705,64528.2568
1134057,-123.02097222222224,46.61236111111111,ndvi,5.6949,64528.2568
1112471,-123.03486111111113,46.63236111111111,ndvi,6.0061,66167.0336
1113751,-123.03208333333332,46.63236111111111,ndvi,5.955,66167.0336
1115880,-123.0273611111111,46.64541666666666,ndvi,5.955,66167.0336
1111298,-123.03736111111112,46.63819444444444,ndvi,5.9049000000000005,66167.0336
1122386,-123.01319444444444,46.65152777777777,ndvi,5.8921,66167.0336
1110902,-123.03819444444444,46.641527777777775,ndvi,5.8801000000000005,66167.0336
1111030,-123.03791666666666,46.641527777777775,ndvi,5.8801000000000005,66167.0336
1111161,-123.03763888888888,46.64069444444444,ndvi,5.8801000000000005,66167.0336
1111292,-123.03736111111112,46.63986111111111,ndvi,5.8801000000000005,66167.0336
1111420,-123.03708333333331,46.63986111111111,ndvi,5.8801000000000005,66167.0336
1105449,-123.01680555555556,46.66041666666666,ndvi,6.045599999999999,68038.8882
1094040,-123.04152777777776,46.66513888888888,ndvi,6.0257000000000005,68038.8882
1093911,-123.04180555555556,46.665416666666665,ndvi,5.9508,68038.8882
1094038,-123.04152777777776,46.66569444444444,ndvi,5.9508,68038.8882
1107221,-123.01291666666668,46.665972222222216,ndvi,5.8921,68038.8882
1094037,-123.04152777777776,46.665972222222216,ndvi,5.875900000000001,68038.8882
1094294,-123.04097222222222,46.66569444444444,ndvi,5.875900000000001,68038.8882
1103301,-123.02125,46.68819444444444,ndvi,5.871,68038.8882
1105327,-123.01708333333332,46.65875,ndvi,5.871,68038.8882
1094685,-123.04013888888888,46.66374999999999,ndvi,5.8548,68038.8882
1063554,-123.00541666666666,46.41152777777777,ndvi,5.8448,55876.5374
1063425,-123.00569444444444,46.41152777777777,ndvi,5.7699,55876.5374
1063426,-123.00569444444444,46.41124999999999,ndvi,5.7198,55876.5374
1063862,-123.00486111111113,46.39763888888888,ndvi,5.695,55876.5374
1063863,-123.00486111111113,46.3973611111111,ndvi,5.695,55876.5374
1063992,-123.00458333333331,46.3973611111111,ndvi,5.695,55876.5374
1068726,-122.99430555555556,46.40819444444443,ndvi,5.6921,55876.5374
1063555,-123.00541666666666,46.41124999999999,ndvi,5.5938,55876.5374
1063733,-123.0051388888889,46.39763888888888,ndvi,5.59,55876.5374
1063734,-123.0051388888889,46.3973611111111,ndvi,5.59,55876.5374
1056927,-122.98625,46.45791666666666,ndvi,5.676,63610.7867
1056928,-122.98625,46.45763888888888,ndvi,5.676,63610.7867
1047516,-123.00652777777778,46.45624999999999,ndvi,5.6421,63610.7867
1047588,-123.00652777777778,46.43625,ndvi,5.6421,63610.7867
1055018,-122.99041666666666,46.45069444444444,ndvi,5.592,63610.7867
1056800,-122.98652777777778,46.45736111111111,ndvi,5.55,63610.7867
1056929,-122.98625,46.45736111111111,ndvi,5.55,63610.7867
1056941,-122.98625,46.45402777777777,ndvi,5.55,63610.7867
1055145,-122.9901388888889,46.45125,ndvi,5.5409,63610.7867
1047517,-123.00652777777778,46.455972222222215,ndvi,5.517099999999999,63610.7867
1040872,-122.98791666666666,46.47125,ndvi,5.697,63670.4502
1040741,-122.98819444444445,46.47180555555555,ndvi,5.6469000000000005,63670.4502
1040740,-122.98819444444445,46.47208333333333,ndvi,5.6459,63670.4502
1040870,-122.98791666666666,46.47180555555555,ndvi,5.572,63670.4502
1040871,-122.98791666666666,46.47152777777777,ndvi,5.572,63670.4502
1038864,-122.99208333333333,46.491527777777776,ndvi,5.571,63670.4502
1040210,-122.98930555555556,46.47597222222222,ndvi,5.571,63670.4502
1038887,-122.99208333333333,46.48513888888888,ndvi,5.4961,63670.4502
1039088,-122.99180555555556,46.46513888888889,ndvi,5.4961,63670.4502
1039265,-122.99125,46.48763888888889,ndvi,5.4961,63670.4502
1026253,-122.98597222222222,46.51597222222222,ndvi,5.9049000000000005,60441.7944
1026252,-122.98597222222222,46.51625,ndvi,5.83,60441.7944
1026003,-122.98652777777778,46.51375,ndvi,5.704,60441.7944
1026251,-122.98597222222222,46.516527777777775,ndvi,5.704,60441.7944
1026254,-122.98597222222222,46.51569444444444,ndvi,5.704,60441.7944
1026255,-122.98597222222222,46.51541666666667,ndvi,5.704,60441.7944
1026381,-122.98569444444443,46.51625,ndvi,5.6649,60441.7944
1026382,-122.98569444444443,46.51597222222222,ndvi,5.6649,60441.7944
1025875,-122.98680555555556,46.51347222222222,ndvi,5.6539,60441.7944
1026256,-122.98597222222222,46.515138888888885,ndvi,5.579,60441.7944
1028408,-122.98125,46.52652777777777,ndvi,6.0208,59352.1323
1007608,-122.99291666666666,46.53236111111111,ndvi,6.014600000000001,59352.1323
1007480,-122.99319444444444,46.53208333333333,ndvi,5.9645,59352.1323
1028150,-122.98180555555555,46.52652777777777,ndvi,5.9459,59352.1323
1028278,-122.98152777777776,46.52680555555556,ndvi,5.9459,59352.1323
1028279,-122.98152777777776,46.52652777777777,ndvi,5.9459,59352.1323
1028149,-122.98180555555555,46.52680555555556,ndvi,5.8209,59352.1323
1028407,-122.98125,46.52680555555556,ndvi,5.8209,59352.1323
1028151,-122.98180555555555,46.52625,ndvi,5.7698,59352.1323
1028021,-122.98208333333334,46.52652777777777,ndvi,5.6949,59352.1323
991069,-122.99513888888887,46.57291666666666,ndvi,5.955,59689.8298
972158,-123.00263888888888,46.59152777777777,ndvi,5.8801000000000005,59689.8298
988645,-123.00041666666668,46.56541666666666,ndvi,5.83,59689.8298
991483,-122.99430555555556,46.56541666666666,ndvi,5.83,59689.8298
978865,-122.98819444444445,46.591805555555545,ndvi,5.7551,59689.8298
990804,-122.99569444444444,46.57486111111111,ndvi,5.7551,59689.8298
990805,-122.99569444444444,46.57458333333333,ndvi,5.7551,59689.8298
991064,-122.99513888888887,46.574305555555554,ndvi,5.7551,59689.8298
991195,-122.9948611111111,46.57375,ndvi,5.7551,59689.8298
988519,-123.00069444444443,46.56458333333333,ndvi,5.705,59689.8298
971304,-123.00430555555556,46.61374999999999,ndvi,5.955,63874.3547
971363,-123.00430555555556,46.59736111111111,ndvi,5.955,63874.3547
971364,-123.00430555555556,46.59708333333332,ndvi,5.955,63874.3547
976468,-122.99319444444444,46.61263888888888,ndvi,5.955,63874.3547
972227,-123.00236111111111,46.60819444444444,ndvi,5.9049000000000005,63874.3547
975367,-122.99569444444444,46.595972222222215,ndvi,5.9049000000000005,63874.3547
976563,-122.99291666666666,46.62208333333332,ndvi,5.9049000000000005,63874.3547
974328,-122.99791666666668,46.597916666666656,ndvi,5.8801000000000005,63874.3547
976234,-122.99375,46.60597222222221,ndvi,5.8801000000000005,63874.3547
976235,-122.99375,46.60569444444444,ndvi,5.8801000000000005,63874.3547
962503,-122.9901388888889,46.65458333333333,ndvi,6.0471,66651.67050000001
962236,-122.99069444444444,46.657083333333325,ndvi,6.0061,66651.67050000001
955910,-123.00430555555556,46.658472222222215,ndvi,5.8801000000000005,66651.67050000001
956950,-123.00208333333332,46.65624999999999,ndvi,5.8801000000000005,66651.67050000001
957023,-123.00208333333332,46.635972222222215,ndvi,5.8801000000000005,66651.67050000001
957750,-123.00041666666668,46.649027777777775,ndvi,5.8801000000000005,66651.67050000001
957751,-123.00041666666668,46.64874999999999,ndvi,5.8801000000000005,66651.67050000001
958025,-122.99986111111112,46.64430555555555,ndvi,5.8801000000000005,66651.67050000001
958779,-122.99819444444444,46.64986111111111,ndvi,5.8801000000000005,66651.67050000001
959169,-122.9973611111111,46.649027777777775,ndvi,5.8801000000000005,66651.67050000001
967132,-122.98013888888887,46.65875,ndvi,5.8801000000000005,61078.9791
956167,-123.00375,46.65875,ndvi,5.7551,61078.9791
939023,-123.00736111111112,46.68819444444444,ndvi,5.4588,61078.9791
939139,-123.00708333333333,46.691805555555554,ndvi,5.4588,61078.9791
939268,-123.00680555555556,46.691805555555554,ndvi,5.4588,61078.9791
943442,-122.99791666666668,46.679027777777776,ndvi,5.4561,61078.9791
943444,-122.99791666666668,46.67847222222222,ndvi,5.4561,61078.9791
945911,-122.99263888888888,46.67402777777777,ndvi,5.4561,61078.9791
955909,-123.00430555555556,46.65875,ndvi,5.3891,61078.9791
939397,-123.00652777777778,46.691805555555554,ndvi,5.383900000000001,61078.9791
910775,-122.96625,46.423472222222216,ndvi,5.369,52039.4362
910136,-122.96763888888889,46.42180555555555,ndvi,5.328,52039.4362
910265,-122.9673611111111,46.42180555555555,ndvi,5.328,52039.4362
911036,-122.96569444444444,46.42263888888888,ndvi,5.1691,52039.4362
911037,-122.96569444444444,46.4223611111111,ndvi,5.1691,52039.4362
910264,-122.9673611111111,46.422083333333326,ndvi,5.144100000000001,52039.4362
910262,-122.9673611111111,46.42263888888888,ndvi,5.077,52039.4362
910263,-122.9673611111111,46.4223611111111,ndvi,5.077,52039.4362
910391,-122.96708333333332,46.42263888888888,ndvi,5.077,52039.4362
910392,-122.96708333333332,46.4223611111111,ndvi,5.077,52039.4362
897878,-122.96069444444444,46.45569444444444,ndvi,5.5451,61342.114499999996
898007,-122.96041666666666,46.45569444444444,ndvi,5.5451,61342.114499999996
900451,-122.95513888888888,46.45763888888888,ndvi,5.5451,61342.114499999996
897105,-122.96236111111112,46.45541666666666,ndvi,5.443899999999999,61342.114499999996
896334,-122.96402777777776,46.454583333333325,ndvi,5.369,61342.114499999996
896976,-122.96263888888888,46.45541666666666,ndvi,5.369,61342.114499999996
896977,-122.96263888888888,46.45513888888888,ndvi,5.369,61342.114499999996
897106,-122.96236111111112,46.45513888888888,ndvi,5.369,61342.114499999996
898008,-122.96041666666666,46.45541666666666,ndvi,5.369,61342.114499999996
898268,-122.95986111111112,46.45486111111111,ndvi,5.369,61342.114499999996
886557,-122.95208333333332,46.47986111111111,ndvi,5.289899999999999,58212.7044
886558,-122.95208333333332,46.47958333333333,ndvi,5.289899999999999,58212.7044
886429,-122.9523611111111,46.47958333333333,ndvi,5.215,58212.7044
886430,-122.9523611111111,46.47930555555555,ndvi,5.215,58212.7044
900057,-122.9559722222222,46.45958333333333,ndvi,5.1519,58212.7044
900058,-122.9559722222222,46.459305555555545,ndvi,5.1519,58212.7044
900187,-122.95569444444445,46.459305555555545,ndvi,5.142799999999999,58212.7044
884179,-122.95736111111113,46.45958333333333,ndvi,5.086,58212.7044
886428,-122.9523611111111,46.47986111111111,ndvi,5.0389,58212.7044
886686,-122.95180555555557,46.47986111111111,ndvi,5.0389,58212.7044
885993,-122.95319444444443,46.49319444444444,ndvi,4.7431,55071.978200000005
885865,-122.95347222222222,46.492916666666666,ndvi,4.693,55071.978200000005
886120,-122.95291666666668,46.49375,ndvi,4.6341,55071.978200000005
886121,-122.95291666666668,46.493472222222216,ndvi,4.6341,55071.978200000005
885862,-122.95347222222222,46.49375,ndvi,4.6181,55071.978200000005
885863,-122.95347222222222,46.493472222222216,ndvi,4.6181,55071.978200000005
885864,-122.95347222222222,46.49319444444444,ndvi,4.6181,55071.978200000005
885866,-122.95347222222222,46.49263888888888,ndvi,4.6181,55071.978200000005
885994,-122.95319444444443,46.492916666666666,ndvi,4.6181,55071.978200000005
883025,-122.95958333333331,46.493472222222216,ndvi,4.5169,55071.978200000005
837869,-122.95708333333332,46.55847222222222,ndvi,5.457000000000001,56815.47780000001
848039,-122.96847222222222,46.53125,ndvi,5.407,56815.47780000001
848292,-122.96791666666668,46.53263888888888,ndvi,5.390000000000001,56815.47780000001
848420,-122.96763888888889,46.532916666666665,ndvi,5.390000000000001,56815.47780000001
837739,-122.95736111111113,46.55875,ndvi,5.3711,56815.47780000001
848291,-122.96791666666668,46.532916666666665,ndvi,5.315100000000001,56815.47780000001
848421,-122.96763888888889,46.53263888888888,ndvi,5.315100000000001,56815.47780000001
848293,-122.96791666666668,46.53236111111111,ndvi,5.265000000000001,56815.47780000001
837868,-122.95708333333332,46.55875,ndvi,5.2571,56815.47780000001
848038,-122.96847222222222,46.531527777777775,ndvi,5.15,56815.47780000001
838184,-122.95625,46.57847222222222,ndvi,6.198,59746.29060000001
838183,-122.95625,46.57875,ndvi,5.822,59746.29060000001
838055,-122.95652777777778,46.57847222222222,ndvi,5.7719000000000005,59746.29060000001
838056,-122.95652777777778,46.57819444444444,ndvi,5.698,59746.29060000001
838057,-122.95652777777778,46.57791666666667,ndvi,5.6231,59746.29060000001
831662,-122.97041666666668,46.56263888888888,ndvi,5.5671,59746.29060000001
818519,-122.96541666666668,46.59152777777777,ndvi,5.4961,59746.29060000001
837797,-122.95708333333332,46.57847222222222,ndvi,5.4808,59746.29060000001
830925,-122.97180555555556,46.58819444444444,ndvi,5.407,59746.29060000001
837671,-122.95736111111113,46.577638888888885,ndvi,5.405900000000001,59746.29060000001
804199,-122.96319444444444,46.62458333333333,ndvi,5.8969000000000005,63534.6447
